PAW protein_summary_9 results file
written: Sun Apr  7 21:52:34 2019

 	=subtotal(109,B6:B10653)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
3264.0	1	sp|P42025|ACTY_HUMAN	 	46.8	376	42293	Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1	183	36	0.197	74	58	51	17	10	9	40.071	22.632	20.455	sp|P42025|ACTY_HUMAN, sp|P61163|ACTZ_HUMAN
3265.0	1	sp|P42081|CD86_HUMAN	 	14.0	329	37682	T-lymphocyte activation antigen CD86 OS=Homo sapiens OX=9606 GN=CD86 PE=1 SV=2	9	9	1.000	2	5	2	2	5	2	2.000	5.000	2.000	 
3266.0	1	sp|P42126|ECI1_HUMAN	 	26.2	302	32816	Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1	100	100	1.000	43	27	30	43	27	30	43.000	27.000	30.000	 
3267.0	1	sp|P42166|LAP2A_HUMAN	 	63.1	694	75491	Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	891	891	1.000	313	263	315	313	263	315	313.000	263.000	315.000	 
3268.0	1	sp|P42224|STAT1_HUMAN	 	48.3	750	87334	Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2	518	518	1.000	177	195	146	177	195	146	177.000	195.000	146.000	 
3269.0	1	sp|P42226|STAT6_HUMAN	 	24.1	847	94134	Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1	139	106	0.763	49	56	34	39	42	25	43.588	48.607	28.947	sp|P42226|STAT6_HUMAN, sp|P42229|STA5A_HUMAN, sp|P51692|STA5B_HUMAN
3270.0	1	sp|P42229|STA5A_HUMAN	 	48.1	794	90646	Signal transducer and activator of transcription 5A OS=Homo sapiens OX=9606 GN=STAT5A PE=1 SV=1	300	50	0.167	110	119	71	20	19	11	57.136	56.755	30.268	sp|P42226|STAT6_HUMAN, sp|P42229|STA5A_HUMAN, sp|P51692|STA5B_HUMAN
3271.0	1	sp|P42262|GRIA2_HUMAN	 	4.3	883	98820	Glutamate receptor 2 OS=Homo sapiens OX=9606 GN=GRIA2 PE=1 SV=3	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	 
3272.0	1	sp|P42285|MTREX_HUMAN	 	45.8	1042	117803	Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3	320	320	1.000	113	114	93	113	114	93	113.000	114.000	93.000	 
3273.0	1	sp|P42330|AK1C3_HUMAN	 	65.9	323	36853	Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4	71	33	0.465	28	23	20	13	11	9	26.929	23.000	20.000	sp|P42330|AK1C3_HUMAN, sp|Q04828|AK1C1_HUMAN
3274.0	1	sp|P42331|RHG25_HUMAN	 	61.9	645	73434	Rho GTPase-activating protein 25 OS=Homo sapiens OX=9606 GN=ARHGAP25 PE=1 SV=2	322	320	0.994	98	134	90	98	133	89	98.000	133.985	89.967	sp|O75626|PRDM1_HUMAN, sp|P42331|RHG25_HUMAN
3275.0	1	sp|P42336|PK3CA_HUMAN	 	24.3	1068	124283	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PIK3CA PE=1 SV=2	48	48	1.000	16	20	12	16	20	12	16.000	20.000	12.000	 
3276.0	1	sp|P42338|PK3CB_HUMAN	 	15.7	1070	122761	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PIK3CB PE=1 SV=1	62	53	0.855	20	22	20	16	18	19	16.681	18.766	19.279	sp|O00329|PK3CD_HUMAN, sp|P42338|PK3CB_HUMAN
3277.0	1	sp|P42345|MTOR_HUMAN	 	26.6	2549	288888	Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1	219	219	1.000	76	80	63	76	80	63	76.000	80.000	63.000	 
3278.0	1	sp|P42356|PI4KA_HUMAN	 	34.6	2102	236828	Phosphatidylinositol 4-kinase alpha OS=Homo sapiens OX=9606 GN=PI4KA PE=1 SV=4	227	227	1.000	72	91	64	72	91	64	72.000	91.000	64.000	 
3279.0	1	sp|P42566|EPS15_HUMAN	 	59.3	896	98655	Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2	339	339	1.000	122	110	107	122	110	107	122.000	110.000	107.000	 
3280.0	1	sp|P42574|CASP3_HUMAN	 	49.5	277	31608	Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2	95	95	1.000	39	31	25	39	31	25	39.000	31.000	25.000	 
3281.0	1	sp|P42575|CASP2_HUMAN	 	40.9	452	50685	Caspase-2 OS=Homo sapiens OX=9606 GN=CASP2 PE=1 SV=2	90	90	1.000	36	34	20	36	34	20	36.000	34.000	20.000	 
3282.0	1	sp|P42677|RS27_HUMAN	 	38.1	84	9461	40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3	154	58	0.377	51	56	47	23	20	15	39.100	44.000	33.462	sp|P42677|RS27_HUMAN, sp|Q71UM5|RS27L_HUMAN
3283.0	1	sp|P42679|MATK_HUMAN	 	14.0	507	56468	Megakaryocyte-associated tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=MATK PE=1 SV=1	15	15	1.000	4	6	5	4	6	5	4.000	6.000	5.000	 
3284.0	1	sp|P42680|TEC_HUMAN	 	26.1	631	73580	Tyrosine-protein kinase Tec OS=Homo sapiens OX=9606 GN=TEC PE=1 SV=2	35	35	1.000	11	11	13	11	11	13	11.000	11.000	13.000	 
3285.0	1	sp|P42684|ABL2_HUMAN	 	21.2	1182	128341	Tyrosine-protein kinase ABL2 OS=Homo sapiens OX=9606 GN=ABL2 PE=1 SV=1	39	32	0.821	9	15	15	7	13	12	7.560	13.765	13.385	sp|P00519|ABL1_HUMAN, sp|P42684|ABL2_HUMAN
3286.0	1	sp|P42685|FRK_HUMAN	 	3.2	505	58253	Tyrosine-protein kinase FRK OS=Homo sapiens OX=9606 GN=FRK PE=1 SV=1	13	0	0.000	2	8	3	0	0	0	0.000	0.000	0.000	sp|P08581|MET_HUMAN, sp|P12931|SRC_HUMAN, sp|P41240|CSK_HUMAN, sp|P42685|FRK_HUMAN
3287.0	1	sp|P42694|HELZ_HUMAN	 	29.0	1942	218967	Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=2	161	161	1.000	55	60	46	55	60	46	55.000	60.000	46.000	 
3288.0	1	sp|P42695|CNDD3_HUMAN	 	15.3	1498	168889	Condensin-2 complex subunit D3 OS=Homo sapiens OX=9606 GN=NCAPD3 PE=1 SV=2	63	57	0.905	25	20	18	23	17	17	24.122	18.308	17.567	sp|P42695|CNDD3_HUMAN, sp|Q96S52|PIGS_HUMAN
3289.0	1	sp|P42696|RBM34_HUMAN	 	56.3	430	48564	RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2	119	119	1.000	45	38	36	45	38	36	45.000	38.000	36.000	 
3290.0	1	sp|P42702|LIFR_HUMAN	 	2.5	1097	123742	Leukemia inhibitory factor receptor OS=Homo sapiens OX=9606 GN=LIFR PE=1 SV=1	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	 
3291.0	1	sp|P42704|LPPRC_HUMAN	 	55.9	1394	157903	Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	979	975	0.996	321	335	323	321	332	322	321.000	335.000	322.997	REV_Q96H55, sp|P42704|LPPRC_HUMAN
3292.0	1	sp|P42765|THIM_HUMAN	 	72.5	397	41924	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	499	499	1.000	181	170	148	181	170	148	181.000	170.000	148.000	 
3293.0	1	sp|P42766|RL35_HUMAN	 	41.5	123	14551	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	191	191	1.000	60	60	71	60	60	71	60.000	60.000	71.000	 
3294.0	1	sp|P42768|WASP_HUMAN	 	48.8	502	52912	Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WAS PE=1 SV=4	203	203	1.000	75	69	59	75	69	59	75.000	69.000	59.000	 
3295.0	1	sp|P42771|CDN2A_HUMAN	 	26.3	156	16532	Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2	14	14	1.000	5	6	3	5	6	3	5.000	6.000	3.000	 
3296.0	1	sp|P42773|CDN2C_HUMAN	 	44.6	168	18127	Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens OX=9606 GN=CDKN2C PE=1 SV=1	34	34	1.000	10	9	15	10	9	15	10.000	9.000	15.000	 
3297.0	1	sp|P42785|PCP_HUMAN	 	20.0	496	55799	Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1	50	50	1.000	23	13	14	23	13	14	23.000	13.000	14.000	 
3298.0	1	sp|P42858|HD_HUMAN	 	20.4	3142	347599	Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2	164	164	1.000	54	58	52	54	58	52	54.000	58.000	52.000	 
3299.0	1	sp|P42892|ECE1_HUMAN	 	11.7	770	87163	Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2	18	18	1.000	4	9	5	4	9	5	4.000	9.000	5.000	 
3300.0	1	sp|P42898|MTHR_HUMAN	 	13.7	656	74596	Methylenetetrahydrofolate reductase OS=Homo sapiens OX=9606 GN=MTHFR PE=1 SV=3	31	31	1.000	8	11	12	8	11	12	8.000	11.000	12.000	 
3301.0	1	sp|P43003|EAA1_HUMAN	 	5.5	542	59572	Excitatory amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC1A3 PE=1 SV=1	4	1	0.250	1	2	1	0	1	0	0.000	1.125	0.000	sp|P43003|EAA1_HUMAN, sp|P43007|SATT_HUMAN
3302.0	1	sp|P43004|EAA2_HUMAN	 	18.3	574	62104	Excitatory amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC1A2 PE=1 SV=2	10	10	1.000	1	8	1	1	8	1	1.000	8.000	1.000	 
3303.0	1	sp|P43007|SATT_HUMAN	 	23.3	532	55722	Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1	22	19	0.864	8	8	6	7	7	5	8.000	7.875	6.000	sp|P43003|EAA1_HUMAN, sp|P43007|SATT_HUMAN
3304.0	1	sp|P43034|LIS1_HUMAN	 	64.4	410	46637	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2	292	256	0.877	105	101	86	92	87	77	99.077	94.123	81.986	sp|P43034|LIS1_HUMAN, sp|Q9BS26|ERP44_HUMAN
3305.0	1	sp|P43121|MUC18_HUMAN	 	3.6	646	71607	Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2	5	5	1.000	4	0	1	4	0	1	4.000	0.000	1.000	 
3306.0	1	sp|P43155|CACP_HUMAN	 	29.2	626	70857	Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5	96	96	1.000	33	36	27	33	36	27	33.000	36.000	27.000	 
3307.0	1	sp|P43234|CATO_HUMAN	 	7.2	321	35957	Cathepsin O OS=Homo sapiens OX=9606 GN=CTSO PE=2 SV=1	6	6	1.000	2	3	1	2	3	1	2.000	3.000	1.000	 
3308.0	1	sp|P43235|CATK_HUMAN	 	6.4	329	36966	Cathepsin K OS=Homo sapiens OX=9606 GN=CTSK PE=1 SV=1	4	1	0.250	1	1	2	0	0	1	0.000	0.000	1.250	sp|P07711|CATL1_HUMAN, sp|P43235|CATK_HUMAN, sp|Q5NE16|CATL3_HUMAN
3309.0	1	sp|P43243|MATR3_HUMAN	 	52.4	847	94622	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	1375	1375	1.000	507	474	394	507	474	394	507.000	474.000	394.000	 
3310.0	1	sp|P43246|MSH2_HUMAN	 	48.2	934	104742	DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1	423	423	1.000	141	155	127	141	155	127	141.000	155.000	127.000	 
3311.0	1	sp|P43250|GRK6_HUMAN	 	39.2	576	65990	G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6 PE=1 SV=2	73	63	0.863	22	35	16	20	29	14	21.667	34.265	15.647	sp|P34947|GRK5_HUMAN, sp|P43250|GRK6_HUMAN, sp|Q07283|TRHY_HUMAN
3312.0	1	sp|P43251|BTD_HUMAN	 	13.4	543	61132	Biotinidase OS=Homo sapiens OX=9606 GN=BTD PE=1 SV=2	23	23	1.000	4	4	15	4	4	15	4.000	4.000	15.000	 
3313.0	1	sp|P43304|GPDM_HUMAN	 	56.4	727	80852	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3	221	221	1.000	75	77	69	75	77	69	75.000	77.000	69.000	 
3314.0	1	sp|P43307|SSRA_HUMAN	 	17.1	286	32235	Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=3	105	105	1.000	36	37	32	36	37	32	36.000	37.000	32.000	 
3315.0	1	sp|P43351|RAD52_HUMAN	 	9.6	418	46168	DNA repair protein RAD52 homolog OS=Homo sapiens OX=9606 GN=RAD52 PE=1 SV=1	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000	 
3316.0	1	sp|P43353|AL3B1_HUMAN	 	31.6	468	51839	Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens OX=9606 GN=ALDH3B1 PE=1 SV=1	43	32	0.744	16	15	12	12	13	7	13.263	13.650	8.522	sp|P43353|AL3B1_HUMAN, sp|P51648|AL3A2_HUMAN
3317.0	1	sp|P43378|PTN9_HUMAN	 	30.4	593	68019	Tyrosine-protein phosphatase non-receptor type 9 OS=Homo sapiens OX=9606 GN=PTPN9 PE=1 SV=1	54	54	1.000	19	20	15	19	20	15	19.000	20.000	15.000	 
3318.0	1	sp|P43403|ZAP70_HUMAN	 	49.3	619	69872	Tyrosine-protein kinase ZAP-70 OS=Homo sapiens OX=9606 GN=ZAP70 PE=1 SV=1	214	166	0.776	72	79	63	56	66	44	60.436	69.991	48.860	sp|P43403|ZAP70_HUMAN, sp|P43405|KSYK_HUMAN, sp|Q8NFD2|ANKK1_HUMAN
3319.0	1	sp|P43405|KSYK_HUMAN	 	50.6	635	72065	Tyrosine-protein kinase SYK OS=Homo sapiens OX=9606 GN=SYK PE=1 SV=1	470	422	0.898	161	162	147	145	149	128	156.485	158.009	142.140	sp|P43403|ZAP70_HUMAN, sp|P43405|KSYK_HUMAN, sp|Q8NFD2|ANKK1_HUMAN
3320.0	1	sp|P43487|RANG_HUMAN	 	79.6	201	23310	Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	261	249	0.954	99	74	88	97	70	82	97.792	71.530	84.485	sp|P43487|RANG_HUMAN, sp|Q96I25|SPF45_HUMAN
3321.0	1	sp|P43490|NAMPT_HUMAN	 	65.2	491	55520	Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1	325	325	1.000	128	108	89	128	108	89	128.000	108.000	89.000	 
3322.0	1	sp|P43652|AFAM_HUMAN	 	22.4	599	69068	Afamin OS=Homo sapiens OX=9606 GN=AFM PE=1 SV=1	188	188	1.000	12	7	169	12	7	169	12.000	7.000	169.000	 
3323.0	1	sp|P43681|ACHA4_HUMAN	 	4.8	627	69956	Neuronal acetylcholine receptor subunit alpha-4 OS=Homo sapiens OX=9606 GN=CHRNA4 PE=1 SV=2	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
3324.0	1	sp|P43686|PRS6B_HUMAN	 	64.1	418	47366	26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2	364	363	0.997	120	141	103	120	140	103	120.000	140.171	103.000	 
3325.0	1	sp|P43897|EFTS_HUMAN	 	37.8	325	35390	Elongation factor Ts, mitochondrial OS=Homo sapiens OX=9606 GN=TSFM PE=1 SV=2	109	109	1.000	36	39	34	36	39	34	36.000	39.000	34.000	 
3326.0	1	sp|P45880|VDAC2_HUMAN	 	66.3	294	31566	Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2	518	518	1.000	202	147	169	202	147	169	202.000	147.000	169.000	 
3327.0	1	sp|P45954|ACDSB_HUMAN	 	45.8	432	47485	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1	146	146	1.000	47	45	54	47	45	54	47.000	45.000	54.000	 
3328.0	1	sp|P45973|CBX5_HUMAN	 	68.1	191	22225	Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1	504	458	0.909	184	163	157	169	144	145	176.972	153.600	151.667	sp|P45973|CBX5_HUMAN, sp|Q13185|CBX3_HUMAN
3329.0	1	sp|P45974|UBP5_HUMAN	 	53.7	858	95785	Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2	415	415	1.000	146	150	119	146	150	119	146.000	150.000	119.000	 
3330.0	1	sp|P45983|MK08_HUMAN	 	31.4	427	48295	Mitogen-activated protein kinase 8 OS=Homo sapiens OX=9606 GN=MAPK8 PE=1 SV=2	110	34	0.309	48	29	33	15	8	11	22.516	12.836	16.131	sp|O15264|MK13_HUMAN, sp|P45983|MK08_HUMAN, sp|P45984|MK09_HUMAN, sp|P53778|MK12_HUMAN, sp|P53779|MK10_HUMAN, sp|Q15746|MYLK_HUMAN, sp|Q15759|MK11_HUMAN, sp|Q16539|MK14_HUMAN, sp|Q9H1R3|MYLK2_HUMAN
3331.0	1	sp|P45984|MK09_HUMAN	 	46.5	424	48139	Mitogen-activated protein kinase 9 OS=Homo sapiens OX=9606 GN=MAPK9 PE=1 SV=2	120	46	0.383	47	36	37	15	14	17	21.516	21.213	21.293	sp|O15264|MK13_HUMAN, sp|P45983|MK08_HUMAN, sp|P45984|MK09_HUMAN, sp|P53778|MK12_HUMAN, sp|P53779|MK10_HUMAN, sp|Q15746|MYLK_HUMAN, sp|Q15759|MK11_HUMAN, sp|Q16539|MK14_HUMAN, sp|Q9H1R3|MYLK2_HUMAN
3332.0	1	sp|P45985|MP2K4_HUMAN	 	38.3	399	44287	Dual specificity mitogen-activated protein kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP2K4 PE=1 SV=1	80	80	1.000	25	29	26	25	29	26	25.000	29.000	26.000	 
3333.0	1	sp|P46013|KI67_HUMAN	 	60.6	3256	358689	Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2	1312	1312	1.000	422	507	383	422	507	383	422.000	507.000	383.000	 
3334.0	1	sp|P46019|KPB2_HUMAN	 	24.1	1235	138406	Phosphorylase b kinase regulatory subunit alpha, liver isoform OS=Homo sapiens OX=9606 GN=PHKA2 PE=1 SV=1	122	119	0.975	41	45	36	40	45	34	41.000	45.000	35.943	sp|P46019|KPB2_HUMAN, sp|P46020|KPB1_HUMAN
3335.0	1	sp|P46020|KPB1_HUMAN	 	1.7	1223	137310	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=2	4	1	0.250	1	0	3	0	0	1	0.000	0.000	1.057	sp|P46019|KPB2_HUMAN, sp|P46020|KPB1_HUMAN
3336.0	1	sp|P46060|RAGP1_HUMAN	 	41.1	587	63541	Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1	244	244	1.000	81	98	65	81	98	65	81.000	98.000	65.000	 
3337.0	1	sp|P46063|RECQ1_HUMAN	 	61.9	649	73457	ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3	698	651	0.933	244	255	199	227	245	179	241.729	253.750	195.808	sp|P46063|RECQ1_HUMAN, sp|P54132|BLM_HUMAN
3338.0	1	sp|P46087|NOP2_HUMAN	 	37.7	812	89301	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2	251	251	1.000	90	82	79	90	82	79	90.000	82.000	79.000	 
3339.0	1	sp|P46100|ATRX_HUMAN	 	36.6	2492	282583	Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX PE=1 SV=5	459	459	1.000	140	189	130	140	189	130	140.000	189.000	130.000	 
3340.0	1	sp|P46108|CRK_HUMAN	 	46.4	304	33830	Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2	51	51	1.000	21	19	11	21	19	11	21.000	19.000	11.000	 
3341.0	1	sp|P46109|CRKL_HUMAN	 	52.5	303	33777	Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1	198	198	1.000	74	74	50	74	74	50	74.000	74.000	50.000	 
3342.0	1	sp|P46199|IF2M_HUMAN	 	28.1	727	81316	Translation initiation factor IF-2, mitochondrial OS=Homo sapiens OX=9606 GN=MTIF2 PE=1 SV=2	52	52	1.000	21	19	12	21	19	12	21.000	19.000	12.000	 
3343.0	1	sp|P46379|BAG6_HUMAN	 	22.5	1132	119407	Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2	130	130	1.000	42	44	44	42	44	44	42.000	44.000	44.000	 
3344.0	1	sp|P46439|GSTM5_HUMAN	 	44.5	218	25674	Glutathione S-transferase Mu 5 OS=Homo sapiens OX=9606 GN=GSTM5 PE=1 SV=3	60	6	0.100	18	19	23	3	0	3	7.936	0.000	11.915	sp|P09488|GSTM1_HUMAN, sp|P28161|GSTM2_HUMAN, sp|P46439|GSTM5_HUMAN, sp|Q03013|GSTM4_HUMAN
3345.0	1	sp|P46459|NSF_HUMAN	 	58.5	744	82593	Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3	393	381	0.969	121	147	125	116	142	123	118.214	144.763	124.012	sp|P46459|NSF_HUMAN, sp|Q969G3|SMCE1_HUMAN
3346.0	1	sp|P46527|CDN1B_HUMAN	 	62.6	198	22073	Cyclin-dependent kinase inhibitor 1B OS=Homo sapiens OX=9606 GN=CDKN1B PE=1 SV=1	56	56	1.000	19	22	15	19	22	15	19.000	22.000	15.000	 
3347.0	1	sp|P46531|NOTC1_HUMAN	 	8.5	2555	272503	Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=4	36	30	0.833	10	13	13	8	10	12	9.778	12.667	13.000	sp|P46531|NOTC1_HUMAN, sp|Q04721|NOTC2_HUMAN, sp|Q9UM47|NOTC3_HUMAN
3348.0	1	sp|P46734|MP2K3_HUMAN	 	56.2	347	39318	Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2	163	84	0.515	58	64	41	33	33	18	52.643	56.791	33.333	sp|P46734|MP2K3_HUMAN, sp|P52564|MP2K6_HUMAN
3349.0	1	sp|P46736|BRCC3_HUMAN	 	38.0	316	36072	Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens OX=9606 GN=BRCC3 PE=1 SV=2	47	47	1.000	14	15	18	14	15	18	14.000	15.000	18.000	 
3350.0	1	sp|P46776|RL27A_HUMAN	 	31.1	148	16561	60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2	125	125	1.000	40	44	41	40	44	41	40.000	44.000	41.000	 
3351.0	1	sp|P46777|RL5_HUMAN	 	55.9	297	34362	60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3	782	782	1.000	313	236	233	313	236	233	313.000	236.000	233.000	 
3352.0	1	sp|P46778|RL21_HUMAN	 	45.6	160	18565	60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2	226	226	1.000	83	68	75	83	68	75	83.000	68.000	75.000	 
3353.0	1	sp|P46779|RL28_HUMAN	 	43.8	137	15747	60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	293	293	1.000	106	93	94	106	93	94	106.000	93.000	94.000	 
3354.0	1	sp|P46781|RS9_HUMAN	 	46.9	194	22591	40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3	645	645	1.000	245	209	191	245	209	191	245.000	209.000	191.000	 
3355.0	1	sp|P46782|RS5_HUMAN	 	38.7	204	22876	40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4	264	264	1.000	95	86	83	95	86	83	95.000	86.000	83.000	 
3356.0	1	sp|P46783|RS10_HUMAN	 	60.6	165	18898	40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1	425	420	0.988	158	146	121	156	143	121	156.374	143.412	121.000	sp|P46783|RS10_HUMAN, sp|Q15149|PLEC_HUMAN
3357.0	1	sp|P46821|MAP1B_HUMAN	 	5.6	2468	270631	Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2	17	13	0.765	10	5	2	9	3	1	9.113	3.080	1.012	sp|P46821|MAP1B_HUMAN, sp|P78559|MAP1A_HUMAN
3358.0	1	sp|P46926|GNPI1_HUMAN	 	50.9	289	32668	Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1	87	72	0.828	42	21	24	37	15	20	41.111	19.091	23.478	sp|P46926|GNPI1_HUMAN, sp|Q8TDQ7|GNPI2_HUMAN
3359.0	1	sp|P46934|NEDD4_HUMAN	 	14.6	1319	149113	E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens OX=9606 GN=NEDD4 PE=1 SV=4	60	58	0.967	22	20	18	21	19	18	21.677	19.760	18.000	sp|P46934|NEDD4_HUMAN, sp|Q96PU5|NED4L_HUMAN
3360.0	1	sp|P46939|UTRO_HUMAN	 	41.8	3433	394462	Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2	464	451	0.972	149	187	128	145	181	125	148.893	186.989	128.000	REV_Q9HD67, sp|P11532|DMD_HUMAN, sp|P46939|UTRO_HUMAN
3361.0	1	sp|P46940|IQGA1_HUMAN	 	61.6	1657	189250	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1	2086	1924	0.922	718	783	585	666	722	536	707.523	769.409	573.655	sp|P46940|IQGA1_HUMAN, sp|Q13576|IQGA2_HUMAN, sp|Q86VI3|IQGA3_HUMAN
3362.0	1	sp|P46952|3HAO_HUMAN	 	25.5	286	32556	3-hydroxyanthranilate 3,4-dioxygenase OS=Homo sapiens OX=9606 GN=HAAO PE=1 SV=2	22	22	1.000	9	6	7	9	6	7	9.000	6.000	7.000	 
3363.0	1	sp|P46976|GLYG_HUMAN	 	19.4	350	39383	Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4	36	36	1.000	17	12	7	17	12	7	17.000	12.000	7.000	 
